id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,review_score,basement_size,built,renovation,zipcode,latitude,longitude,living_room_size,lot_size
7633167,26/3/2015,276000,2,1,1,0,0,fair,6,0,1918,0,98106,47.5346,-122.353,1630,4000
7990967,30/6/2014,327500,3,2.25,2,0,0,FAIR,7,0,1990,0,98031,47.4051,-122.193,1960,7201
7374046,17/6/2014,810000,3,2.5,2,0,0,fair,7,0,2003,0,98033,47.6673,-122.176,2620,8895
6803444,21/11/2014,715000,3,3.25,2,0,0,fair,7,600,1994,0,98052,47.6971,-122.101,2990,9598
7542706,8/5/2014,272000,3,1.5,1,0,0,good,9,0,1963,0,98055,47.4243,-122.202,1650,9855
8021330,21/4/2015,266000,2,1,1,0,0,excellent,7,0,1949,0,98155,47.7492,-122.311,1230,8100
None,27/4/2015,None,3,1.5,2,None,None,None,9,None,None,None,98136,None,-122.393,2430,9040
6965163,10/7/2014,400000,3,2.5,1,0,0,fair,8,0,1984,0,98074,47.6256,-122.037,1710,9554
8014180,8/6/2014,None,None,2.25,None,0,None,None,7,740,None,0,None,47.6122,None,2050,8800
6861585,21/5/2014,495000,3,3.5,2,0,3,FAIR,8,710,1997,0,98118,47.5137,-122.252,2540,4010
7593551,13/3/2015,424950,4,2.5,2,0,0,fair,None,0,2001,0,98056,47.4814,-122.189,2670,5626
7887004,26/9/2014,230000,3,1,1,0,0,fair,8,0,1957,0,98056,47.5121,-122.168,1250,11200
7085510,8/6/2014,235000,4,1.5,1.5,0,0,fair,9,0,1951,0,98031,47.3871,-122.224,1760,8276
7288909,3/9/2015,763000,None,2,1,None,None,good,8,None,1942,None,None,47.6879,None,2530,7680
7974733,19/9/2014,350000,3,1.75,2,0,0,excellent,9,0,1939,0,98178,47.4975,-122.231,1770,7380
7567600,26/11/2014,900000,3,1.5,2,0,2,EXCELLENT,7,540,1917,0,98119,47.6321,-122.371,2570,2400
7698510,10/7/2014,250000,3,1,1,0,0,good,7,0,1973,0,98118,47.5289,-122.28,1640,6364
6723384,26/1/2015,225000,3,2.5,2,0,0,fair,10,300,2004,0,98106,47.5294,-122.361,1060,1478
6892489,26/12/2014,255000,2,2,1,0,0,fair,7,0,1974,2003,98198,47.3804,-122.32,1160,5264
7092991,6/4/2014,161700,4,1.75,1,0,0,fair,7,500,1974,0,98023,47.306,-122.375,1790,7200
7966992,2/2/2015,336000,3,3,1,0,0,fair,7,600,1988,0,98178,47.4958,-122.262,1740,10624
6765920,23/10/2014,410500,3,1,1,0,0,FAIR,8,0,1954,0,98133,47.727,-122.339,1210,6800
7888449,11/11/2014,502700,4,3.5,2,0,0,good,7,0,1968,0,98155,47.7601,-122.286,1590,27903
7614786,23/9/2014,505000,3,2.5,1,0,0,excellent,10,1010,1977,0,98034,47.7256,-122.211,2010,9943
7808113,16/12/2014,250000,3,1,1.5,0,0,fair,6,310,1910,0,98118,47.5576,-122.277,1750,5760
7808113,22/4/2015,570000,3,1,1.5,0,0,fair,8,310,1910,0,98118,47.5576,-122.277,1750,5760
6759641,18/3/2015,349900,4,2.5,2,0,0,fair,7,0,1994,0,98198,47.3762,-122.318,2130,8796
6931777,12/9/2014,465000,3,2.5,2,0,0,fair,11,0,1988,0,98003,47.2769,-122.333,2950,24347
7805589,30/5/2014,625000,4,3.25,2,0,3,fair,7,690,1989,0,98023,47.3241,-122.378,3590,24967
7111614,19/2/2015,655000,3,1.75,1,0,0,fair,7,630,1952,0,98199,47.6514,-122.407,1720,5102
7942000,27/3/2015,469000,4,1.75,1,0,0,good,7,1390,1946,0,98166,47.4738,-122.353,1660,8911
6798361,10/9/2014,355000,3,2.25,1,0,0,fair,7,680,1964,0,98177,47.7625,-122.36,1820,8250
7165127,24/2/2015,596000,3,2.5,2,0,0,fair,7,0,2001,0,98005,47.5878,-122.165,1730,2751
7258409,4/2/2015,790000,4,2.5,2,0,0,fair,7,0,1986,2007,98077,47.768,-122.092,3020,36444
7681037,10/8/2014,885000,4,2.25,2,0,0,fair,8,0,1991,0,98053,47.6377,-121.985,3850,97049
7234240,9/12/2014,1030000,4,3.25,2,0,0,FAIR,7,920,1912,2012,98144,47.5845,-122.291,2740,4000
6784747,4/3/2015,710000,4,1.75,1,0,0,good,None,1060,1941,0,98199,47.6501,-122.395,2052,6000
6848452,14/8/2014,428040,3,2.5,2,0,0,fair,11,0,1988,0,98028,47.7445,-122.248,2150,12550
7503986,14/4/2015,1370000,5,2.25,1,0,2,fair,7,1660,1959,0,98040,47.5817,-122.246,2680,8750
7829024,None,546000,None,1,1,0,0,None,10,None,None,None,98109,47.6444,-122.357,None,None
7633201,8/3/2014,540000,4,1,1.5,0,0,excellent,7,0,1951,0,98115,47.6827,-122.289,1500,5704
7804453,9/8/2014,435000,3,2.5,1,0,0,fair,9,540,1985,0,98115,47.6832,-122.286,1470,5588
7112652,4/6/2015,540000,4,2.25,1,0,0,good,None,1610,1984,0,98074,47.6268,-122.038,1870,11074
7742728,13/11/2014,284000,2,1,1,0,0,fair,7,0,1918,0,98106,47.5361,-122.351,1200,7500
7973933,14/7/2014,208000,2,1,1,0,0,excellent,7,0,1942,0,98056,47.4915,-122.184,1000,5700
7949634,12/3/2014,315000,3,1.75,1,0,0,fair,10,770,1977,0,98155,47.7569,-122.326,1540,10113
7798677,31/7/2014,417500,2,1,1,0,0,fair,7,480,1910,0,98117,47.6901,-122.362,1200,4150
7533058,17/9/2014,345000,3,1.75,1,0,0,fair,7,0,1978,0,98053,47.6522,-121.97,2060,38552
7970915,9/2/2014,375000,3,2.5,3,0,0,fair,8,0,2004,0,98117,47.6835,-122.387,1330,1113
7563770,23/6/2014,389800,3,1.75,1,0,0,fair,None,0,1959,0,98155,47.7681,-122.305,1540,12868
7149899,4/8/2015,475000,3,1.75,1,0,0,fair,7,460,1973,0,98034,47.7322,-122.185,1890,9095
6908803,5/8/2014,569000,4,2.25,2,0,0,fair,8,0,1980,0,98053,47.6695,-122.05,2350,37920
6814649,31/3/2015,985000,5,4.25,2,0,0,fair,6,1390,1999,0,98024,47.5669,-121.956,2810,155509
8026797,29/1/2015,532000,3,2.5,2,0,0,fair,10,0,1987,0,98074,47.6198,-122.044,2030,7736
7225919,8/11/2014,280000,2,1,1,0,0,EXCELLENT,None,0,1951,0,98126,47.5195,-122.374,810,5000
6740383,17/2/2015,435000,4,2,1,0,0,good,10,910,1963,0,98058,47.4353,-122.084,2340,44967
7946404,16/3/2015,223000,3,1,1,0,0,fair,7,0,1952,0,98023,47.3261,-122.353,1960,15378
6933680,15/1/2015,390000,2,1,1,0,0,good,7,600,1947,1977,98027,47.4617,-122.012,2320,79208
7044197,27/10/2014,315000,3,1.75,1,0,0,fair,7,460,1981,0,98058,47.4437,-122.137,1500,7875
7583246,14/10/2014,612000,3,3,1,0,0,fair,6,0,1982,0,98122,47.6102,-122.309,1830,2480
7893752,13/5/2014,591000,3,1.75,1,0,0,excellent,8,810,1922,0,98122,47.6155,-122.3,1440,3600
7833695,7/11/2014,800000,4,2.25,2,0,0,fair,8,0,1968,0,98008,47.6381,-122.116,2500,7632
6843361,22/1/2015,225000,3,2,1,0,0,fair,8,0,1990,0,98022,47.1958,-122.009,1930,8459
7931568,5/8/2014,589900,2,3,2,0,0,fair,9,0,1993,0,98077,47.7479,-122.034,3140,38790
6743709,26/11/2014,565000,4,2.5,1,0,0,fair,8,1000,1979,0,98052,47.6558,-122.135,2050,10940
7263165,19/2/2015,650000,3,1.5,1,0,0,fair,7,1060,1940,0,98199,47.6438,-122.403,1620,7920
7857258,18/9/2014,499000,3,2.5,2,0,0,fair,7,0,1951,1977,98177,47.7195,-122.371,1640,8100
7495981,15/5/2014,280000,3,1,1.5,0,0,fair,8,0,1959,0,98045,47.4807,-121.775,1350,20562
7703532,None,None,None,2.5,None,None,2,None,7,None,1944,None,None,None,-122.389,None,7500
7396847,7/9/2014,420000,3,1.75,1,0,0,good,7,0,1954,0,98133,47.7321,-122.353,1480,7260
7671680,15/12/2014,319990,4,2.5,2,0,0,fair,7,0,2003,0,98031,47.4217,-122.201,1990,5313
6834119,8/12/2014,265000,3,2,1,0,0,fair,None,0,1992,0,98014,47.6565,-121.912,1528,13295
7077445,23/2/2015,482000,3,1.75,1,0,0,fair,7,1080,1984,0,98072,47.7609,-122.144,1940,15601
7064639,8/5/2014,452000,3,2.25,1,0,2,GOOD,9,1110,1956,0,98166,47.4326,-122.341,2450,16715
None,18/7/2014,1488000,None,4.25,2,0,3,None,10,None,None,None,None,None,-122.109,5030,15069
None,None,None,None,None,None,None,0,good,8,0,1943,None,98133,47.7275,-122.336,None,6800
7568900,7/3/2014,588000,5,3,2,0,0,excellent,12,700,1940,0,98117,47.6892,-122.386,1370,4606
7093277,24/4/2015,635000,4,2.5,2,0,0,fair,8,0,1998,0,98075,47.5912,-121.986,2890,10240
6902768,7/3/2014,280500,4,2.5,2,0,0,fair,6,0,1997,0,98092,47.3328,-122.187,2170,6803
7642436,25/9/2014,210500,2,1.75,1,0,0,good,9,610,1985,0,98003,47.2755,-122.308,1310,7859
8021894,26/9/2014,196500,3,2,1,0,0,good,5,0,1979,0,98023,47.303,-122.383,1390,7500
None,None,None,5,3.5,None,0,1,None,7,None,None,0,None,47.6578,-122.286,None,None
7193971,2/6/2015,475000,3,1.75,1,0,0,poor,8,570,1977,0,98034,47.7275,-122.219,1630,7508
7556791,5/4/2015,550000,3,2.5,2,0,0,good,8,0,1987,0,98074,47.6366,-122.029,1930,8869
7732836,21/5/2014,1580000,3,3.25,2,0,0,fair,7,0,2007,0,98033,47.6815,-122.2,1880,7200
8066041,22/4/2015,240000,3,1.75,1,0,0,fair,8,340,1991,0,98022,47.1938,-121.981,1540,7242
7979986,29/4/2015,272000,3,1,1.5,0,0,fair,None,0,1934,0,98168,47.4935,-122.306,1080,8100
8055700,None,None,3,None,None,None,0,None,7,610,2000,0,98010,47.3085,None,None,None
7433170,18/8/2014,640000,3,2.5,2,0,0,fair,6,0,1991,0,98116,47.5577,-122.396,910,6500
7403623,14/5/2014,316000,4,2.5,2,0,0,fair,10,0,1995,0,98092,47.2588,-122.21,2160,7696
7045435,20/8/2014,299000,4,2,1,0,0,fair,8,600,1943,2014,98108,47.5246,-122.325,1390,6000
7204732,3/5/2015,447500,2,2.25,2,0,0,fair,9,0,2004,0,98122,47.6032,-122.31,1550,2812
8017232,5/5/2014,736500,4,2.5,2,0,3,fair,7,0,2000,0,98059,47.515,-122.117,3715,29170
None,28/7/2014,665000,None,None,2,0,0,None,8,0,None,None,98072,47.7333,None,3280,None
6856845,24/4/2015,707000,5,2.5,1,0,0,good,6,1460,1975,0,98006,47.5596,-122.142,2550,10826
7444363,29/8/2014,215000,4,1.75,1,0,0,fair,7,0,1959,0,98031,47.3948,-122.201,1630,7700
6907351,12/11/2014,275000,3,2.25,2,0,0,good,7,0,1989,0,98038,47.3577,-122.038,1640,7253
7577990,25/3/2015,648000,4,2.25,2,0,1,good,None,0,1983,0,98006,47.5634,-122.128,2600,9898
6913177,28/10/2014,415000,4,2.5,2,0,0,fair,7,0,1987,0,98059,47.511,-122.153,2080,7620
7183489,19/11/2014,690000,3,2,3,0,0,fair,8,0,1999,0,98122,47.6102,-122.314,1890,3200
7216091,24/9/2014,320000,4,2.75,1,0,0,good,8,820,1979,0,98058,47.4513,-122.16,1980,11016
7401893,9/2/2014,750000,3,1.75,1,0,0,good,8,0,1956,0,98004,47.5855,-122.194,1970,8970
8028874,30/6/2014,355000,3,2.25,3,0,0,fair,7,0,2005,0,98103,47.6982,-122.347,1370,1418
7891752,5/8/2014,246000,3,1.75,1,0,0,good,5,0,1975,0,98031,47.4183,-122.182,1460,7800
7778673,10/1/2014,1155000,3,1.75,1,0,2,good,7,0,1968,0,98004,47.5873,-122.205,2630,18872
7592733,6/6/2014,744000,3,2.5,2,0,0,fair,7,0,1986,0,98052,47.6677,-122.15,2400,8999
8017610,9/11/2014,None,None,None,2,0,None,None,8,0,1997,None,98053,47.6426,None,None,None
7979361,12/10/2014,217000,3,2,1,0,0,fair,8,480,1977,0,98023,47.3021,-122.375,1930,7350
7892837,7/9/2014,583000,3,2.5,2,0,1,fair,7,0,1998,0,98056,47.5175,-122.205,2270,5400
7342485,11/11/2014,515000,2,1.5,1,0,0,good,8,250,1904,0,98107,47.6681,-122.362,1530,4200
7513060,19/3/2015,594000,4,1.75,1,0,0,good,6,730,1965,0,98007,47.622,-122.139,2080,8000
8028768,22/10/2014,303100,3,1.5,1,0,0,fair,10,0,1952,0,98178,47.509,-122.251,1640,5650
6810137,10/10/2014,430000,3,1.75,1,0,0,good,8,700,1970,0,98075,47.579,-122.051,1860,13588
None,12/8/2014,None,None,None,None,None,None,fair,7,None,2004,0,None,47.7212,None,None,None
6956992,13/8/2014,221000,3,1,1,0,0,fair,7,0,1959,0,98133,47.7344,-122.333,1200,7888
7795993,24/3/2015,325000,3,2.5,2,0,0,fair,10,0,1998,0,98003,47.3499,-122.302,2180,7611
7316088,24/6/2014,1295650,0,0,2,0,0,FAIR,7,0,1990,0,98053,47.6642,-122.069,4740,35061
None,19/2/2015,None,None,1.75,1,None,None,good,7,None,1944,None,98125,47.719,-122.307,None,7830
7482489,27/3/2015,359500,3,2.5,2,0,0,fair,8,0,2013,0,98038,47.3545,-122.056,1880,4593
8004563,None,None,None,2,1,0,None,None,9,None,1984,None,None,None,None,2010,None
7847401,23/3/2015,525000,2,1,1,0,0,fair,8,200,1948,0,98116,47.5671,-122.394,1060,5500
7144423,22/7/2014,356200,3,2,1,0,2,excellent,8,750,1928,0,98178,47.5102,-122.241,2390,6650
7015321,29/7/2014,595000,4,2,1,0,0,good,6,1500,1974,0,98072,47.7275,-122.122,2560,88426
6975432,15/9/2014,560000,4,1.5,1,0,0,good,7,770,1923,0,98103,47.6489,-122.337,1680,3420
7119735,12/8/2014,2175000,4,3,1.5,0,0,excellent,7,0,1976,0,98004,47.6454,-122.218,3120,18551
7366551,27/10/2014,513000,4,2,1,0,0,fair,8,610,1951,0,98107,47.6751,-122.379,1510,5000
7920192,21/7/2014,365000,2,1,1,0,0,good,9,0,1901,0,98117,47.6767,-122.388,1120,5100
7904653,7/8/2014,368000,4,1.75,1,0,0,fair,9,1070,1964,0,98106,47.55,-122.356,1170,6986
7425720,25/6/2014,870000,4,2.75,1.5,0,0,excellent,8,880,1912,0,98144,47.5846,-122.291,2750,4000
7012807,24/7/2014,225000,3,2.25,1,0,0,FAIR,8,310,1984,0,98023,47.2884,-122.365,1570,7881
7776315,21/4/2015,1387000,4,4.5,2,0,2,FAIR,8,690,1998,0,98006,47.5544,-122.147,3370,32700
7242709,19/6/2014,177000,3,None,None,None,0,None,8,None,1983,0,None,None,-122.18,None,7399
7158725,27/1/2015,465000,3,1.5,1,0,0,fair,7,0,1956,0,98008,47.6346,-122.127,1610,10050
None,None,None,4,2.75,1,None,None,fair,10,None,1976,0,None,47.5424,None,None,6343
7288714,22/9/2014,149000,3,1,1,0,0,fair,7,0,1969,0,98092,47.3162,-122.183,1040,2960
7800078,6/9/2014,605000,3,2.5,2,0,3,fair,8,0,1981,0,98072,47.7443,-122.114,2760,42800
7840190,24/10/2014,None,3,None,1.5,None,None,good,8,None,1927,None,None,47.6645,-122.342,1620,4300
7044167,22/9/2014,413900,4,2.25,2,0,0,fair,8,0,2007,0,98056,47.5137,-122.189,2470,5064
7078871,31/7/2014,199950,3,1.5,1,0,0,fair,7,0,1938,0,98168,47.4821,-122.331,990,6600
7914428,24/9/2014,400000,1,1,1,0,0,good,7,0,1949,0,98053,47.6422,-121.954,1930,20624
6781613,8/12/2014,870000,3,1.5,2,0,0,GOOD,7,220,1925,0,98103,47.6744,-122.353,2070,5000
6840021,6/5/2014,292000,5,2.5,1,0,0,good,8,1000,1989,0,98031,47.4022,-122.171,1930,7415
7373483,5/12/2014,225000,3,1,1,0,0,GOOD,7,0,1966,0,98058,47.4557,-122.181,1260,9060
6842178,16/3/2015,466750,4,2,2,0,0,fair,8,0,1957,0,98125,47.7181,-122.316,1410,7311
7307151,23/3/2015,330000,2,1.5,1,0,0,good,7,0,1978,0,98002,47.2909,-122.219,1460,9730
7575755,10/2/2014,770000,7,2.25,2,0,0,excellent,8,0,1967,0,98008,47.6336,-122.115,2340,8145
6964663,13/2/2015,802500,4,2.25,1,0,1,fair,6,500,1957,0,98118,47.5426,-122.262,1840,6440
7001123,18/7/2014,378800,5,2.5,2,0,0,fair,5,0,2005,0,98031,47.4036,-122.205,2900,5476
7530471,5/1/2015,795000,3,2.75,2,0,0,fair,9,0,1997,0,98075,47.5879,-121.973,3110,10837
7827949,22/4/2015,460000,3,2,1,0,0,fair,8,0,1955,0,98115,47.6986,-122.286,1750,8220
7446661,19/12/2014,567000,3,2.5,2,0,0,FAIR,7,0,1986,0,98029,47.5665,-122.023,2220,10975
7107316,22/7/2014,209950,3,1.75,1,0,0,fair,7,0,1981,0,98023,47.3207,-122.362,2000,28200
7750698,20/5/2014,415000,2,1,1,0,0,good,9,0,1943,0,98001,47.3226,-122.287,1380,27442
7859251,15/12/2014,424500,4,1.5,1,0,0,fair,7,750,1967,0,98028,47.7494,-122.236,1650,9501
6954498,5/5/2015,261000,2,1,1,0,0,fair,6,0,1941,0,98168,47.5102,-122.33,1280,6250
6975841,27/8/2014,365000,3,2.5,2,0,0,fair,7,0,1987,0,98031,47.4197,-122.205,2200,9915
7567996,4/8/2015,631000,4,2,1.5,0,0,good,6,0,1911,0,98122,47.6156,-122.299,1480,3600
7389904,7/1/2014,3800000,5,5.5,1,0,2,GOOD,10,2730,1978,0,98004,47.6229,-122.22,5070,20570
6910912,10/8/2014,584000,3,2.5,2,0,0,fair,8,0,1992,0,98117,47.6894,-122.391,1340,3960
6975459,29/7/2014,310000,3,1.75,1,0,0,fair,8,0,1974,0,98070,47.3674,-122.503,2100,205603
7828149,3/12/2015,717000,4,2.5,2,0,0,good,7,0,1992,0,98029,47.5608,-122.016,2650,8094
None,None,None,3,1.5,2,None,None,fair,10,0,None,None,98107,47.6746,-122.4,None,8100
7583981,30/12/2014,190000,3,1,1,0,0,fair,6,600,1939,0,98146,47.482,-122.34,1600,8100
None,None,430000,None,None,None,0,None,None,8,360,None,0,None,None,-122.047,2390,None
7705549,24/4/2015,213000,2,1,1,0,0,good,8,0,1951,0,98188,47.4481,-122.278,1500,10075
7167258,10/7/2014,None,3,None,1,None,0,None,9,730,None,None,None,47.735,None,2030,3710
7087487,3/9/2015,649000,2,2.75,2,0,3,good,7,0,1988,0,98070,47.4145,-122.44,1820,32340
7743662,6/6/2014,715000,3,2.5,2,0,0,fair,8,0,1990,0,98006,47.5586,-122.121,3180,13458
6923650,18/3/2015,845000,4,3.5,1,0,0,fair,9,890,1992,0,98075,47.5796,-121.998,3360,19460
None,11/10/2014,390000,None,2.5,None,0,None,FAIR,7,870,1980,None,98038,None,None,1850,None
7274764,24/9/2014,390000,4,3,1,0,0,FAIR,7,1130,1983,0,98108,47.5427,-122.302,2340,7200
7334584,29/7/2014,328000,4,1.75,1,0,0,good,6,590,1978,0,98058,47.4417,-122.135,1820,7400
6756777,12/5/2014,239999,3,2.75,1,0,0,fair,7,600,1967,0,98003,47.3456,-122.305,1550,8436
7886842,21/10/2014,225000,3,2,1,0,0,fair,8,0,1968,0,98003,47.3467,-122.306,1540,7644
7317612,16/10/2014,920000,3,1.75,1,0,2,good,7,1720,1979,0,98006,47.5604,-122.133,3020,9747
7746019,17/3/2015,940000,4,2.75,2,0,0,fair,9,0,1995,0,98052,47.6539,-122.121,3380,10154
7148329,5/1/2015,465000,3,1,1,0,0,good,8,0,1949,0,98118,47.5551,-122.273,1070,4872
7708523,7/1/2014,241000,3,2,1,0,0,fair,11,0,1986,0,98001,47.3321,-122.261,1510,10462
7124016,6/9/2014,307550,4,2.5,2,0,0,fair,6,0,2003,0,98031,47.3913,-122.185,2550,5487
7214219,31/10/2014,490000,4,2.5,1,0,3,GOOD,8,1040,1976,0,98028,47.7684,-122.254,2650,9221
7202233,5/12/2014,647000,4,2.5,2,0,0,FAIR,9,0,1999,0,98074,47.6073,-122.015,2790,7196
7698886,27/8/2014,780000,4,2.75,1.5,0,0,fair,9,0,1999,0,98027,47.5078,-122.018,2670,91040
6926496,14/11/2014,517500,3,2.5,2,0,0,fair,11,0,1992,0,98029,47.5776,-121.996,1740,4332
7915749,18/6/2014,295000,3,2,1,0,0,good,9,0,1966,0,98148,47.4238,-122.322,1410,10594
6962333,12/4/2014,560000,4,1.5,2,0,0,fair,7,0,1926,0,98112,47.6264,-122.302,1770,3600
7619764,11/5/2014,319450,5,2,1.5,0,0,excellent,7,500,1930,0,98002,47.3065,-122.219,1540,5472
7910177,12/12/2014,1500000,4,3.25,2,0,1,fair,8,990,2005,0,98115,47.6855,-122.269,2940,9600
7879248,19/9/2014,340000,4,3,1,0,0,fair,7,880,1999,0,98023,47.3046,-122.392,2370,15440
7911040,15/8/2014,249950,3,1,1,0,0,good,9,0,1958,0,98058,47.4576,-122.182,1080,9198
7916474,13/6/2014,499950,None,1,None,0,None,None,7,None,None,None,98103,None,None,None,None
6929990,7/2/2014,1038000,4,1.75,1,0,0,GOOD,7,0,1967,0,98004,47.634,-122.204,3520,10802
7401749,16/2/2015,750000,4,2.5,1,0,2,good,6,970,1977,0,98052,47.6287,-122.089,2370,14621
6774457,23/3/2015,875000,4,2.5,2,0,0,fair,7,0,2006,0,98053,47.6544,-121.998,3080,217800
6805844,14/4/2015,678000,3,1.75,1,0,0,excellent,8,0,1967,0,98008,47.6344,-122.116,2200,7210
7356074,29/7/2014,360000,2,1,1,0,0,fair,6,0,1920,0,98118,47.5381,-122.267,1620,6000
7260267,23/9/2014,354900,3,1,1,0,0,good,8,0,1971,0,98059,47.4772,-122.153,1550,15457
6841938,27/8/2014,632000,5,2.5,1,0,0,fair,9,740,1967,0,98008,47.5982,-122.128,2500,9440
7044813,18/12/2014,350000,3,1.75,1,0,0,good,6,0,1957,0,98146,47.5076,-122.366,1370,9000
8039936,30/7/2014,990000,3,4,2,0,2,FAIR,7,500,1940,2003,98199,47.6415,-122.392,2340,6400
7619462,1/5/2015,1650000,4,3.25,3,0,3,fair,7,0,2002,0,98024,47.5385,-121.896,2970,112384
7932050,7/7/2014,481000,4,2.5,2,0,0,fair,7,0,2002,0,98056,47.5174,-122.194,2110,4711
6924128,24/6/2014,485000,3,2.5,1,0,0,excellent,7,600,1920,0,98136,47.5499,-122.394,1090,5412
7859354,13/4/2015,477000,3,2.5,2,0,0,fair,8,0,1992,0,98029,47.5772,-121.998,1740,5021
7184641,29/7/2014,560000,5,2.5,1,0,0,excellent,7,1440,1966,0,98006,47.5456,-122.179,2010,9000
7432237,17/11/2014,600000,6,3,1,0,0,good,7,1260,1963,0,98008,47.6198,-122.105,2090,9102
7763656,13/6/2014,622500,5,2.75,2,0,0,good,10,1130,1975,0,98072,47.7498,-122.146,2520,36720
7428712,29/4/2015,410000,2,2.25,2,0,0,good,7,0,1974,0,98028,47.7528,-122.252,1640,2128
7678407,4/2/2015,318200,3,2.5,2,0,0,fair,8,0,2010,0,98038,47.3531,-122.017,2580,3800
7144521,6/5/2014,289000,3,2,1,0,0,fair,8,0,1993,0,98022,47.1969,-122.011,1990,8545
8023329,20/5/2014,263000,3,1.75,2,0,0,fair,8,0,1982,0,98031,47.3876,-122.216,1580,8622
6961790,6/5/2014,240000,3,1,1,0,0,good,6,0,1957,0,98027,47.5321,-122.029,1760,7121
7918400,4/7/2015,281500,3,1,1,0,0,fair,9,0,1953,0,98146,47.4921,-122.339,1340,3000
7899841,20/6/2014,587206,3,3.5,2,0,0,fair,7,250,1999,0,98103,47.6592,-122.349,1680,1562
7695471,30/7/2014,482000,2,2.25,2,0,0,fair,9,170,2000,0,98102,47.6399,-122.32,1760,3360
7160948,3/10/2015,485000,3,1.75,1,0,0,fair,7,0,1967,0,98052,47.631,-122.098,1880,9375
6741141,2/12/2015,309000,3,2.5,2,0,0,fair,7,0,1990,0,98014,47.672,-121.864,2080,87991
7093110,19/6/2014,221000,3,2.25,1,0,0,fair,None,500,1984,0,98003,47.2625,-122.3,1480,8041
7664199,13/5/2014,700000,3,2.5,2,0,0,good,7,0,1975,0,98008,47.6272,-122.095,2450,8104
7954428,29/9/2014,411500,5,3,1,0,0,EXCELLENT,9,1060,1929,1969,98106,47.536,-122.358,1840,6780
7099242,28/10/2014,285000,4,3.5,2,0,0,fair,5,0,1940,2015,98133,47.7412,-122.355,1760,10505
7186869,6/5/2014,395000,4,3,1,0,0,good,7,820,1983,0,98133,47.7513,-122.334,1910,7931
6967906,7/9/2014,237950,2,1.75,1,0,0,good,7,0,1987,0,98042,47.3665,-122.092,1680,8206
6748743,3/10/2015,680000,3,2.5,1,0,2,good,7,450,1981,0,98033,47.6818,-122.189,2260,8328
7388430,26/12/2014,199950,2,1,1,0,0,fair,8,0,1961,0,98023,47.3286,-122.336,1040,8591
7188108,12/12/2014,765000,4,3.5,2,0,2,fair,7,760,1926,2014,98126,47.5687,-122.374,1690,4000
None,None,515000,2,None,1,None,None,fair,8,0,None,None,98103,None,-122.331,None,None
8007640,16/6/2014,470000,3,1.5,1,0,0,good,8,0,1956,0,98007,47.5865,-122.135,1430,8000
7267672,20/8/2014,330000,2,1,1,0,0,fair,8,100,1937,0,98117,47.6931,-122.379,950,4000
7861141,26/2/2015,284000,3,2.5,1,0,0,fair,7,600,1968,0,98188,47.4578,-122.274,1950,9100
7296856,9/12/2014,295000,3,2.5,1,0,0,fair,7,510,1999,0,98148,47.4373,-122.333,1250,8125
7687430,30/3/2015,555000,4,2.5,1,0,0,good,9,720,1981,2003,98074,47.6333,-122.034,1280,11617
None,None,350000,3,1,None,None,None,fair,7,0,1949,None,None,47.7263,-122.289,None,None
7271536,12/3/2014,240000,3,2.25,1,0,0,FAIR,7,320,1986,0,98023,47.3113,-122.358,1490,6031
7034869,2/4/2015,419900,3,1.5,1,0,0,fair,7,0,1955,0,98007,47.5983,-122.15,1490,7245
6742644,30/4/2015,528000,3,2,1,0,0,fair,7,0,1924,0,98126,47.5407,-122.379,1620,6300
7675049,3/11/2015,481000,4,2.5,1,0,0,good,8,1240,1963,0,98028,47.7612,-122.229,2230,10310
7152400,6/9/2014,304700,2,1,1,0,0,good,7,0,1949,0,98133,47.7291,-122.337,1140,5995
7744039,2/4/2015,715000,4,2.5,2,0,0,fair,7,0,1998,0,98075,47.5948,-121.983,2967,12166
6861609,20/8/2014,738950,4,2.75,1,0,0,good,7,0,1956,1989,98005,47.6342,-122.171,1870,10800
7711000,22/10/2014,215000,3,1.5,1,0,0,good,10,0,1966,0,98042,47.3727,-122.162,2260,7611
7741677,22/5/2014,300000,6,2,1,0,0,good,7,0,1943,0,98056,47.4919,-122.181,1440,10200
7070298,23/6/2014,346000,3,1.75,1,0,0,FAIR,8,390,1950,0,98146,47.4828,-122.344,1650,8173
7696028,27/3/2015,473000,4,3.5,2,0,3,fair,8,1590,1996,0,98022,47.241,-121.979,2860,39356
7774478,1/5/2015,500000,3,1.75,1,0,0,fair,8,0,1952,0,98116,47.5807,-122.397,1330,6120
6876123,25/9/2014,750000,2,1.5,1,0,2,fair,7,0,1943,0,98122,47.6134,-122.308,1420,1676
None,None,519900,None,None,None,None,0,None,6,None,1967,0,None,47.6288,-122.098,2260,9299
7469815,19/8/2014,378500,2,1,1,0,0,good,8,0,1949,0,98125,47.7262,-122.285,2260,12769
7009417,5/7/2014,314500,3,1.75,1,0,0,good,7,0,1957,0,98003,47.3358,-122.32,1950,12667
7413444,29/4/2015,499950,3,1.5,1,0,0,FAIR,8,0,1968,0,98052,47.6587,-122.124,1840,9920
7527513,12/3/2014,1735000,5,3.5,2.5,0,3,excellent,8,1220,1929,0,98144,47.5832,-122.29,3220,7700
